age,job,marital,education,balance,previous,deposit
56,self-employed,married,unknown,0,0,0
60,blue-collar,divorced,secondary,1310,0,0
46,services,married,tertiary,2520,0,0
31,services,single,secondary,1629,0,0
51,technician,married,unknown,573,0,0
38,technician,single,secondary,1655,0,0
39,services,single,secondary,26,0,0
30,management,single,secondary,186,0,0
35,technician,married,secondary,13658,0,0
31,technician,single,tertiary,23,0,0
27,blue-collar,single,secondary,87,0,0
42,technician,single,secondary,49,0,0
67,retired,married,tertiary,3810,0,0
32,admin.,married,secondary,56,1,0
49,entrepreneur,married,tertiary,384,0,0
56,blue-collar,divorced,primary,8,0,0
34,technician,single,tertiary,2671,0,0
50,admin.,divorced,secondary,3240,0,0
27,self-employed,single,tertiary,147,0,0
56,retired,married,primary,63,0,0
44,technician,married,secondary,7863,0,0
45,admin.,single,secondary,946,4,0
45,management,married,secondary,237,0,0
37,student,divorced,tertiary,0,0,0
26,blue-collar,married,secondary,245,0,0
32,services,married,secondary,315,0,0
25,student,single,secondary,1139,0,0
48,management,married,secondary,0,0,0
29,services,married,primary,-102,0,0
46,management,married,tertiary,3984,0,0
34,blue-collar,married,secondary,1988,2,0
46,management,married,tertiary,125,0,0
31,blue-collar,married,secondary,505,2,0
39,technician,married,secondary,834,0,0
29,admin.,married,secondary,494,0,0
38,blue-collar,single,primary,947,0,0
40,unemployed,divorced,secondary,262,0,0
39,management,married,tertiary,141,6,0
49,technician,divorced,secondary,-236,0,0
34,management,single,tertiary,2555,0,0
30,technician,single,secondary,298,0,0
57,entrepreneur,married,secondary,1179,0,0
34,services,married,primary,31,0,0
21,student,single,secondary,357,0,0
35,self-employed,single,tertiary,1129,2,0
39,technician,single,tertiary,861,0,0
42,housemaid,married,primary,16,0,0
25,services,single,secondary,895,0,0
27,services,single,secondary,504,8,0
33,management,single,secondary,2955,0,0
51,services,married,secondary,122,0,0
32,management,married,tertiary,2204,0,0
53,blue-collar,married,unknown,111,0,0
29,management,single,tertiary,1566,0,0
33,admin.,divorced,secondary,661,3,0
33,management,single,tertiary,2485,0,0
32,services,married,secondary,3756,0,0
31,blue-collar,married,secondary,43,0,0
45,management,married,tertiary,1529,0,0
57,services,married,secondary,84,0,0
47,services,married,secondary,311,3,0
52,blue-collar,married,secondary,408,0,0
56,housemaid,divorced,secondary,1866,0,0
51,blue-collar,married,primary,42,3,0
40,student,married,secondary,260,6,0
30,management,married,tertiary,2994,1,0
39,management,married,tertiary,0,0,0
42,admin.,married,secondary,1133,3,0
25,management,single,tertiary,2305,0,0
60,retired,married,secondary,143,0,0
37,management,married,primary,4721,0,0
48,blue-collar,married,primary,5366,0,0
32,management,married,tertiary,71,0,0
33,admin.,single,secondary,1437,0,0
51,housemaid,married,primary,1093,0,0
43,admin.,married,secondary,817,0,0
31,blue-collar,married,primary,196,0,0
36,housemaid,married,secondary,205,0,0
58,self-employed,married,secondary,0,9,0
33,blue-collar,married,primary,1002,0,0
31,technician,single,secondary,2916,0,0
28,technician,single,tertiary,4513,0,0
29,blue-collar,married,primary,7,0,0
34,technician,married,secondary,0,0,0
31,technician,single,secondary,253,0,0
31,services,married,secondary,28,0,0
37,admin.,divorced,tertiary,-65,0,0
32,services,divorced,tertiary,376,0,0
42,management,married,secondary,1018,0,0
34,technician,married,secondary,260,2,0
74,retired,married,primary,5539,3,0
60,services,divorced,secondary,758,0,0
32,unemployed,married,secondary,262,0,0
47,technician,divorced,secondary,236,0,0
45,services,divorced,secondary,396,4,0
50,entrepreneur,married,secondary,1857,0,0
39,self-employed,married,secondary,4722,0,0
60,retired,divorced,secondary,935,0,0
47,management,married,unknown,4567,0,0
40,admin.,divorced,secondary,220,0,0
26,blue-collar,single,secondary,8,0,0
43,management,single,secondary,109,0,0
30,unemployed,single,secondary,0,0,0
34,entrepreneur,married,secondary,456,0,0
35,technician,married,secondary,5553,7,0
21,student,single,unknown,137,0,0
52,admin.,married,secondary,299,0,0
31,admin.,single,secondary,162,0,0
42,technician,divorced,secondary,1533,0,0
31,entrepreneur,single,unknown,301,0,0
58,management,married,tertiary,1697,0,0
51,management,married,secondary,441,2,0
38,entrepreneur,married,tertiary,898,0,0
32,technician,single,secondary,945,0,0
31,entrepreneur,divorced,tertiary,0,0,0
36,blue-collar,single,tertiary,1830,11,0
33,blue-collar,married,tertiary,6138,0,0
47,technician,divorced,unknown,442,0,0
52,management,married,tertiary,0,0,0
42,blue-collar,married,primary,1556,0,0
39,admin.,divorced,secondary,83,0,0
31,admin.,single,secondary,430,0,0
52,services,married,secondary,-336,0,0
40,blue-collar,divorced,unknown,528,5,0
29,blue-collar,married,primary,111,0,0
49,management,single,tertiary,1556,0,0
57,management,divorced,tertiary,408,1,0
35,technician,married,secondary,1067,0,0
26,blue-collar,single,secondary,277,0,0
35,blue-collar,married,secondary,257,0,0
31,management,single,tertiary,0,3,0
57,management,divorced,tertiary,2549,0,0
32,services,divorced,secondary,4612,0,0
87,retired,married,secondary,433,0,0
44,self-employed,married,unknown,680,0,0
41,blue-collar,single,secondary,3851,0,0
36,management,single,tertiary,442,0,0
56,services,married,secondary,642,3,0
35,blue-collar,single,secondary,487,0,0
46,admin.,married,secondary,171,1,0
32,technician,single,tertiary,13711,3,0
41,entrepreneur,married,secondary,187,0,0
34,management,married,tertiary,101,0,0
48,blue-collar,married,primary,343,0,0
31,unemployed,single,secondary,315,1,0
41,services,married,secondary,205,0,0
36,blue-collar,married,primary,106,0,0
31,technician,married,secondary,477,0,0
37,management,single,tertiary,2875,0,0
48,technician,married,secondary,1000,0,0
31,unemployed,married,secondary,-825,0,0
42,admin.,married,secondary,534,0,0
50,blue-collar,married,unknown,452,0,0
47,management,married,secondary,623,0,0
43,technician,married,secondary,310,0,0
59,housemaid,married,secondary,454,0,0
35,management,single,tertiary,2306,0,0
24,technician,single,secondary,-126,0,0
49,blue-collar,married,primary,399,0,0
47,services,married,secondary,0,0,0
57,self-employed,married,secondary,2109,0,0
29,management,married,tertiary,0,0,0
50,management,married,tertiary,-470,1,0
32,management,married,tertiary,81,0,0
23,admin.,single,secondary,1104,0,0
41,technician,married,secondary,457,0,0
48,blue-collar,divorced,primary,0,0,0
29,management,married,tertiary,941,0,0
42,admin.,married,primary,-466,0,0
38,admin.,single,secondary,2600,0,0
31,management,single,tertiary,3,0,0
38,technician,married,unknown,90,0,0
50,management,married,tertiary,2570,0,0
36,management,single,tertiary,181,4,0
52,blue-collar,married,primary,66653,0,0
50,entrepreneur,married,secondary,556,0,0
38,housemaid,married,secondary,110,0,0
30,services,single,secondary,9,2,0
46,management,married,secondary,0,0,0
54,management,married,secondary,5249,0,0
46,blue-collar,married,primary,2499,0,0
49,management,married,tertiary,276,0,0
36,management,single,tertiary,3343,0,0
58,self-employed,married,secondary,9994,0,0
29,admin.,single,secondary,613,0,0
41,blue-collar,single,secondary,925,0,0
32,management,married,tertiary,393,0,0
33,services,divorced,secondary,339,0,0
31,entrepreneur,married,tertiary,1216,0,0
44,technician,married,tertiary,1818,0,0
51,entrepreneur,divorced,tertiary,2109,2,0
38,admin.,married,secondary,46,0,0
38,management,married,tertiary,980,0,0
27,unemployed,single,tertiary,3060,0,0
41,housemaid,married,primary,46,0,0
32,blue-collar,married,primary,274,0,0
45,admin.,married,secondary,805,0,0
54,housemaid,married,primary,3151,0,0
36,technician,divorced,secondary,160,0,0
33,management,married,tertiary,0,0,0
40,services,divorced,secondary,694,0,0
37,blue-collar,married,secondary,509,0,0
48,blue-collar,married,primary,237,0,0
36,management,married,tertiary,0,17,0
46,management,married,tertiary,16,0,0
29,admin.,divorced,secondary,504,0,0
41,technician,married,secondary,-274,0,0
44,management,married,tertiary,0,0,0
40,management,married,tertiary,0,0,0
33,technician,single,tertiary,2565,0,0
60,technician,married,tertiary,91,0,0
48,blue-collar,married,secondary,558,0,0
37,unemployed,single,tertiary,1032,0,0
39,management,married,tertiary,351,0,0
28,student,single,secondary,231,0,0
44,housemaid,married,primary,3706,0,0
37,management,married,tertiary,5,0,0
58,management,single,tertiary,342,0,0
50,unemployed,single,secondary,588,0,0
38,services,married,secondary,3165,0,0
31,management,single,tertiary,0,0,0
33,technician,divorced,secondary,464,0,0
35,management,single,tertiary,837,0,0
53,management,married,tertiary,34230,9,0
58,retired,married,secondary,5435,0,0
26,blue-collar,single,primary,102,0,0
34,admin.,married,secondary,641,0,0
50,blue-collar,married,primary,334,0,0
42,blue-collar,married,unknown,149,0,0
46,admin.,married,secondary,179,1,0
45,blue-collar,married,primary,61,0,0
46,services,married,secondary,375,0,0
31,technician,single,secondary,2088,0,0
44,technician,single,secondary,29,0,0
36,management,married,tertiary,3839,0,0
50,management,married,secondary,2910,0,0
33,management,single,tertiary,3770,0,0
33,blue-collar,married,primary,141,0,0
55,management,single,tertiary,0,0,0
40,services,single,secondary,65,0,0
30,technician,married,secondary,-306,1,0
36,services,married,secondary,3740,0,0
34,services,divorced,secondary,0,0,0
46,entrepreneur,married,secondary,131,0,0
55,management,married,tertiary,23189,0,0
56,blue-collar,divorced,primary,-1,0,0
34,admin.,single,secondary,6979,0,0
42,management,married,tertiary,187,0,0
48,blue-collar,married,primary,1203,0,0
51,management,married,primary,6298,0,0
45,blue-collar,single,tertiary,-243,0,0
35,self-employed,single,primary,181,0,0
63,self-employed,married,tertiary,661,0,0
35,blue-collar,married,secondary,270,1,0
25,student,single,secondary,1919,4,0
26,self-employed,married,secondary,492,0,0
29,management,single,tertiary,91,4,0
26,management,married,tertiary,775,0,0
26,blue-collar,single,secondary,2669,0,0
23,management,single,tertiary,2605,0,0
51,management,single,unknown,1277,1,0
51,blue-collar,married,secondary,568,0,0
43,technician,married,secondary,2344,0,0
81,retired,divorced,primary,4321,0,0
42,management,divorced,tertiary,1064,0,0
41,services,married,secondary,241,0,0
35,technician,single,secondary,183,2,0
32,management,married,tertiary,9214,0,0
51,services,single,secondary,513,0,0
33,technician,married,secondary,14850,0,0
38,self-employed,married,secondary,279,0,0
48,retired,married,tertiary,4,0,0
50,technician,divorced,secondary,-298,0,0
39,blue-collar,single,secondary,522,2,0
30,services,single,secondary,0,0,0
39,technician,married,secondary,8,2,0
35,technician,married,tertiary,432,0,0
41,technician,married,secondary,-378,2,0
41,admin.,married,secondary,338,0,0
35,blue-collar,married,primary,2878,0,0
43,management,married,primary,62,3,0
27,services,married,secondary,1303,0,0
32,technician,married,secondary,255,0,0
39,technician,divorced,secondary,0,0,0
37,management,married,tertiary,1125,0,0
40,entrepreneur,married,secondary,1238,0,0
33,blue-collar,married,secondary,370,0,0
29,management,married,tertiary,2417,0,0
50,housemaid,married,primary,4,0,0
39,admin.,married,primary,444,0,0
32,technician,single,secondary,28,0,0
49,management,married,tertiary,2139,0,0
37,blue-collar,married,secondary,194,0,0
57,blue-collar,married,primary,195,0,0
44,management,married,secondary,0,0,0
36,self-employed,married,secondary,189,0,0
55,management,single,secondary,220,0,0
40,admin.,married,primary,189,0,0
40,blue-collar,married,secondary,746,3,0
44,management,married,secondary,13054,12,0
41,services,married,primary,0,0,0
65,retired,married,secondary,23421,0,0
31,blue-collar,married,secondary,41,0,0
48,blue-collar,married,secondary,7408,0,0
55,retired,married,tertiary,101,0,0
34,admin.,married,secondary,384,0,0
36,admin.,single,secondary,2556,0,0
33,management,married,tertiary,808,0,0
46,management,married,tertiary,0,0,0
52,management,married,tertiary,1158,0,0
33,management,married,tertiary,334,0,0
29,blue-collar,married,secondary,296,0,0
36,technician,married,primary,1653,0,0
37,admin.,married,secondary,1283,0,0
53,blue-collar,married,primary,2295,0,0
28,unemployed,married,secondary,-42,0,0
19,student,single,secondary,55,1,0
41,housemaid,married,primary,365,0,0
33,services,single,secondary,772,3,0
28,management,single,tertiary,334,0,0
40,admin.,married,secondary,1060,0,0
78,retired,married,unknown,38,3,0
29,services,single,secondary,146,0,0
36,unemployed,married,secondary,439,0,0
59,entrepreneur,married,primary,124,7,0
34,services,married,secondary,190,0,0
82,retired,married,unknown,211,0,0
36,management,married,tertiary,871,0,0
48,management,married,primary,1513,0,0
36,blue-collar,married,primary,871,0,0
25,technician,single,secondary,1298,2,0
40,technician,single,secondary,360,0,0
33,services,married,tertiary,597,0,0
30,blue-collar,divorced,secondary,457,0,0
27,services,single,secondary,2457,0,0
34,technician,married,tertiary,2069,0,0
28,services,single,secondary,47,0,0
40,blue-collar,married,primary,13,0,0
47,retired,married,secondary,-71,0,0
59,unknown,divorced,unknown,27,0,0
30,services,single,secondary,-114,0,0
39,unemployed,single,secondary,2645,0,0
44,blue-collar,married,secondary,1025,0,0
46,management,single,tertiary,2044,0,0
32,housemaid,married,tertiary,10,0,0
35,admin.,divorced,secondary,0,0,0
35,management,single,tertiary,644,0,0
38,management,married,tertiary,4293,2,0
27,housemaid,married,primary,-238,0,0
32,housemaid,divorced,secondary,-613,0,0
37,admin.,divorced,secondary,1573,10,0
59,entrepreneur,married,tertiary,1728,0,0
32,technician,married,tertiary,15,1,0
31,technician,married,secondary,-160,0,0
55,technician,married,secondary,312,3,0
26,technician,single,secondary,33,0,0
30,blue-collar,single,secondary,80,4,0
34,admin.,married,secondary,445,0,0
83,retired,divorced,primary,4565,0,0
46,self-employed,married,primary,3262,0,0
48,blue-collar,married,primary,559,0,0
47,blue-collar,married,secondary,4840,0,0
31,technician,married,secondary,-302,0,0
32,entrepreneur,married,unknown,73,1,0
32,technician,married,secondary,4790,0,0
39,admin.,single,secondary,1078,0,0
54,management,married,tertiary,284,0,0
55,retired,married,secondary,493,0,0
28,technician,single,secondary,100,0,0
48,housemaid,single,secondary,1042,0,0
44,management,married,tertiary,3665,0,0
47,technician,married,secondary,-9,0,0
43,blue-collar,married,secondary,576,0,0
53,housemaid,married,primary,945,0,0
42,blue-collar,married,secondary,108,0,0
39,management,single,tertiary,93,3,0
37,blue-collar,married,secondary,-97,0,0
58,management,married,tertiary,3768,0,0
31,services,single,secondary,8,0,0
40,technician,married,secondary,66,0,0
38,services,married,secondary,0,0,0
46,admin.,divorced,secondary,-637,0,0
31,technician,married,secondary,0,9,0
32,management,married,tertiary,26,0,0
46,entrepreneur,married,tertiary,4726,0,0
25,blue-collar,married,secondary,1782,0,0
28,blue-collar,single,secondary,3430,0,0
40,blue-collar,married,primary,332,3,0
31,admin.,single,secondary,554,0,0
39,management,married,secondary,0,0,0
36,admin.,married,secondary,542,0,0
37,services,married,secondary,393,1,0
48,blue-collar,married,primary,134,0,0
34,technician,married,tertiary,178,0,0
24,student,single,primary,0,0,0
33,management,single,tertiary,23,0,0
54,technician,married,secondary,0,8,0
56,admin.,married,primary,202,0,0
41,management,divorced,tertiary,647,0,0
46,blue-collar,married,primary,143,0,0
27,services,single,secondary,1928,0,0
32,admin.,single,secondary,1630,0,0
40,retired,married,secondary,102,0,0
38,blue-collar,divorced,primary,0,0,0
36,blue-collar,married,secondary,1790,0,0
33,management,single,tertiary,0,0,0
31,management,single,tertiary,1675,1,0
34,blue-collar,married,secondary,-745,0,0
34,self-employed,married,secondary,-56,0,0
45,admin.,married,secondary,0,0,0
52,blue-collar,married,primary,2396,0,0
37,services,single,tertiary,223,0,0
30,blue-collar,married,primary,5956,1,0
35,technician,single,tertiary,122,5,0
31,technician,single,secondary,4888,2,0
47,housemaid,married,primary,183,0,0
32,entrepreneur,married,tertiary,0,0,0
32,technician,divorced,secondary,-262,0,0
39,blue-collar,single,secondary,169,0,0
31,blue-collar,married,secondary,3364,0,0
31,technician,married,tertiary,15,0,0
44,management,married,tertiary,126,0,0
40,entrepreneur,married,tertiary,1953,0,0
77,retired,married,primary,1385,0,0
34,blue-collar,married,secondary,261,3,0
48,technician,married,secondary,178,0,0
31,technician,single,secondary,1819,0,0
31,management,single,tertiary,0,0,0
32,blue-collar,single,secondary,6337,0,0
42,admin.,married,secondary,214,0,0
35,management,single,tertiary,0,0,0
57,entrepreneur,married,primary,1153,0,0
56,retired,married,secondary,415,0,0
34,management,married,tertiary,101,0,0
52,technician,married,secondary,1490,0,0
31,admin.,single,secondary,779,0,0
42,technician,single,secondary,2036,0,0
46,blue-collar,married,primary,333,0,0
32,technician,married,secondary,963,0,0
47,blue-collar,married,secondary,4709,0,0
46,blue-collar,divorced,secondary,1074,0,0
41,admin.,single,secondary,90,4,0
42,admin.,single,secondary,243,0,0
31,self-employed,married,tertiary,414,0,0
47,admin.,single,tertiary,0,0,0
60,retired,married,tertiary,2196,0,0
35,entrepreneur,single,tertiary,1416,12,0
46,services,divorced,secondary,281,0,0
40,services,married,secondary,518,0,0
48,unknown,married,unknown,3,0,0
52,blue-collar,married,primary,36,0,0
50,blue-collar,married,primary,9301,0,0
34,technician,married,secondary,883,3,0
34,admin.,married,tertiary,21,2,0
44,management,married,tertiary,3091,0,0
44,blue-collar,married,primary,2791,0,0
28,services,single,secondary,217,0,0
28,self-employed,single,tertiary,1579,0,0
29,management,married,secondary,0,0,0
29,student,single,secondary,314,1,0
55,management,married,tertiary,655,0,0
31,admin.,married,secondary,212,0,0
31,admin.,single,secondary,523,5,0
32,management,single,tertiary,111,0,0
31,technician,single,tertiary,1166,0,0
47,housemaid,married,secondary,582,0,0
34,technician,single,secondary,513,5,0
53,management,married,tertiary,75,0,0
29,admin.,single,secondary,1992,0,0
50,management,married,secondary,2910,1,0
49,services,married,secondary,66,0,0
32,technician,married,secondary,599,0,0
42,technician,married,secondary,89,0,0
37,admin.,single,secondary,796,0,0
36,technician,married,tertiary,571,0,0
33,blue-collar,married,secondary,215,0,0
36,blue-collar,married,secondary,1088,2,0
30,services,married,secondary,271,0,0
57,self-employed,married,secondary,11494,0,0
37,admin.,married,tertiary,2741,0,0
25,services,divorced,secondary,1694,0,0
70,retired,divorced,primary,383,0,0
41,management,married,tertiary,298,1,0
26,management,single,tertiary,155,5,0
53,entrepreneur,married,primary,694,0,0
55,management,married,unknown,179,0,0
23,technician,single,secondary,356,2,0
45,management,married,tertiary,0,1,0
34,self-employed,married,secondary,179,0,0
35,management,married,tertiary,244,0,0
30,management,divorced,tertiary,46,0,0
36,admin.,divorced,secondary,246,0,0
48,self-employed,married,tertiary,7,0,0
67,retired,divorced,primary,1746,0,0
35,technician,single,tertiary,992,3,0
38,housemaid,divorced,tertiary,4312,6,0
44,blue-collar,married,primary,103,2,0
54,blue-collar,married,secondary,506,2,0
42,management,divorced,tertiary,461,0,0
36,technician,single,tertiary,268,0,0
26,technician,single,secondary,-454,0,0
35,management,married,tertiary,365,0,0
33,technician,divorced,secondary,2,17,0
58,services,married,secondary,1667,0,0
21,blue-collar,single,secondary,2265,2,0
34,blue-collar,married,secondary,4622,0,0
38,blue-collar,single,secondary,0,1,0
41,technician,married,secondary,188,0,0
36,management,single,secondary,0,0,0
38,self-employed,single,secondary,592,0,0
25,technician,married,secondary,-276,0,0
34,technician,married,secondary,1254,0,0
34,technician,married,secondary,652,0,0
45,blue-collar,married,secondary,192,1,0
30,technician,single,secondary,148,0,0
42,technician,married,secondary,1812,0,0
50,unemployed,married,secondary,3478,0,0
33,technician,married,secondary,264,0,0
35,management,married,tertiary,71,0,0
59,blue-collar,married,secondary,1376,0,0
38,blue-collar,married,primary,668,0,0
33,services,married,secondary,703,0,0
45,technician,divorced,unknown,-25,0,0
37,unemployed,single,secondary,48,0,0
35,technician,single,tertiary,2453,0,0
41,blue-collar,single,primary,0,0,0
33,management,married,tertiary,133,0,0
30,management,single,tertiary,277,1,0
49,housemaid,married,primary,78,0,0
39,management,married,secondary,517,2,0
44,entrepreneur,divorced,secondary,1,0,0
38,blue-collar,married,primary,7944,0,0
27,admin.,single,secondary,3,0,0
45,management,married,tertiary,623,0,0
40,management,divorced,tertiary,290,0,0
53,services,married,primary,8918,0,0
32,management,single,tertiary,41,1,0
34,blue-collar,married,secondary,199,0,0
29,blue-collar,married,secondary,100,2,0
34,services,single,secondary,313,0,0
40,admin.,married,secondary,419,1,0
44,technician,married,secondary,0,0,0
36,management,single,tertiary,0,4,0
39,technician,married,tertiary,437,0,0
58,blue-collar,married,primary,1357,0,0
37,technician,married,secondary,1610,0,0
31,management,married,tertiary,0,1,0
46,blue-collar,divorced,secondary,709,0,0
26,student,single,tertiary,10086,2,0
37,services,married,secondary,0,0,0
39,services,married,secondary,-311,2,0
36,management,married,tertiary,9324,0,0
29,management,married,tertiary,7832,0,0
47,technician,divorced,secondary,191,0,0
47,management,married,tertiary,6637,0,0
44,services,single,secondary,0,0,0
24,admin.,single,secondary,172,0,0
30,blue-collar,married,secondary,1131,5,0
55,management,single,tertiary,797,0,0
41,admin.,married,secondary,120,0,0
57,admin.,married,primary,215,0,0
34,blue-collar,married,primary,425,0,0
31,admin.,single,secondary,476,0,0
56,entrepreneur,divorced,primary,29,1,0
53,management,married,unknown,527,0,0
33,management,single,tertiary,0,0,0
67,admin.,married,primary,1093,0,0
53,housemaid,married,primary,70,0,0
41,housemaid,married,primary,39,0,0
46,housemaid,married,primary,296,0,0
58,admin.,married,secondary,1464,0,0
39,blue-collar,married,primary,2226,0,0
30,technician,single,secondary,1286,0,0
37,blue-collar,married,primary,-738,0,0
45,management,married,tertiary,3643,0,0
50,housemaid,married,tertiary,5260,0,0
30,technician,single,secondary,3096,0,0
29,blue-collar,married,secondary,-312,0,0
32,self-employed,married,primary,286,0,0
37,management,married,tertiary,89,0,0
26,services,single,secondary,-72,0,0
51,management,single,tertiary,4305,0,0
38,admin.,married,primary,1487,0,0
72,retired,divorced,primary,0,0,0
42,technician,divorced,secondary,-78,0,0
57,blue-collar,single,primary,3495,0,0
22,student,single,unknown,3317,0,0
46,management,married,tertiary,1906,0,0
32,unemployed,married,secondary,2996,0,0
42,technician,married,tertiary,446,0,0
37,blue-collar,married,secondary,1590,0,0
27,self-employed,single,tertiary,5214,0,0
30,management,married,tertiary,134,0,0
34,management,married,tertiary,8,0,0
56,management,married,tertiary,3120,0,0
54,services,married,secondary,171,0,0
57,management,married,secondary,39,0,0
56,management,married,tertiary,171,0,0
41,services,married,secondary,-140,0,0
32,management,single,tertiary,728,0,0
34,services,married,secondary,1637,0,0
30,services,single,secondary,-143,0,0
42,technician,divorced,tertiary,802,0,0
40,housemaid,married,tertiary,795,0,0
36,technician,single,secondary,265,0,0
42,services,married,primary,2567,0,0
34,management,married,tertiary,3402,0,0
30,services,divorced,secondary,1336,5,0
35,blue-collar,married,secondary,306,0,0
44,blue-collar,single,primary,10984,0,0
46,admin.,married,secondary,526,0,0
38,services,married,tertiary,563,0,0
32,services,single,tertiary,0,0,0
34,management,married,tertiary,0,0,0
53,services,divorced,primary,3107,0,0
38,services,married,primary,0,0,0
54,management,married,tertiary,1146,0,0
32,blue-collar,single,secondary,5252,2,0
33,management,married,tertiary,1195,0,0
46,technician,married,secondary,488,0,0
49,management,married,tertiary,1887,0,0
37,management,married,tertiary,49,0,0
40,blue-collar,married,secondary,280,3,0
35,blue-collar,married,secondary,-461,0,0
26,services,divorced,primary,633,0,0
27,blue-collar,single,primary,3955,0,0
39,management,married,tertiary,-233,0,0
31,services,single,tertiary,1626,0,0
53,blue-collar,married,secondary,1103,4,0
50,entrepreneur,divorced,tertiary,223,0,0
36,blue-collar,single,secondary,-175,0,0
46,blue-collar,married,secondary,-3,0,0
36,services,married,tertiary,0,0,0
38,housemaid,married,primary,3918,0,0
44,management,married,tertiary,284,0,0
56,retired,married,secondary,4577,0,0
37,management,single,tertiary,876,2,0
51,blue-collar,married,primary,3754,0,0
41,technician,married,secondary,128,0,0
55,technician,divorced,tertiary,0,0,0
38,management,divorced,tertiary,547,0,0
21,management,single,tertiary,243,0,0
40,entrepreneur,married,tertiary,3571,0,0
39,technician,married,secondary,130,0,0
30,blue-collar,married,secondary,-529,0,0
28,services,single,secondary,1636,2,0
58,services,married,secondary,12180,0,0
50,unemployed,married,secondary,297,0,0
32,blue-collar,single,secondary,413,0,0
44,technician,single,secondary,285,0,0
47,technician,married,secondary,19,0,0
45,unknown,married,primary,44,0,0
48,services,divorced,secondary,62,0,0
60,management,married,tertiary,79,0,0
45,blue-collar,married,secondary,226,2,0
31,technician,single,secondary,2388,0,0
30,admin.,single,secondary,98,0,0
52,management,married,primary,48,0,0
31,blue-collar,married,secondary,255,0,0
53,blue-collar,married,secondary,2,0,0
47,blue-collar,married,primary,643,0,0
42,technician,married,tertiary,13410,0,0
57,admin.,married,unknown,0,0,0
35,self-employed,divorced,secondary,3443,0,0
47,unemployed,married,primary,2946,0,0
37,management,married,tertiary,21,0,0
55,unemployed,married,primary,1212,1,0
58,management,married,tertiary,2183,0,0
33,entrepreneur,married,secondary,135,2,0
29,blue-collar,married,secondary,5903,0,0
41,unemployed,divorced,secondary,271,0,0
53,retired,married,secondary,303,0,0
41,entrepreneur,single,primary,7264,0,0
42,unemployed,married,tertiary,0,0,0
52,admin.,married,primary,204,0,0
42,services,divorced,secondary,444,0,0
33,services,single,secondary,-27,0,0
44,blue-collar,single,primary,287,0,0
53,management,married,tertiary,800,0,0
35,technician,single,secondary,4645,40,0
47,entrepreneur,married,unknown,1481,3,0
59,admin.,married,secondary,1575,11,0
31,management,single,tertiary,5691,1,0
40,management,married,tertiary,294,0,0
55,management,married,tertiary,154,3,0
41,self-employed,single,tertiary,3950,0,0
46,blue-collar,married,secondary,624,0,0
35,services,divorced,secondary,-504,0,0
46,technician,divorced,secondary,111,2,0
31,blue-collar,married,secondary,1131,6,0
49,management,married,tertiary,322,0,0
37,technician,married,secondary,0,1,0
41,technician,single,tertiary,-89,4,0
42,blue-collar,married,secondary,3,0,0
34,technician,single,secondary,1313,0,0
55,technician,married,secondary,462,0,0
49,unemployed,married,primary,11,0,0
59,technician,married,primary,3163,0,0
26,technician,single,secondary,2,0,0
43,self-employed,married,tertiary,3157,17,0
35,management,single,tertiary,4348,8,0
43,management,married,tertiary,-391,0,0
51,blue-collar,married,tertiary,7816,0,0
29,technician,single,secondary,5763,2,0
42,self-employed,married,secondary,240,16,0
73,retired,married,primary,508,1,0
39,services,married,secondary,2,0,0
39,management,married,tertiary,1654,0,0
44,entrepreneur,married,secondary,860,5,0
30,admin.,single,secondary,154,0,0
32,admin.,married,tertiary,281,0,0
57,retired,married,secondary,427,0,0
55,blue-collar,married,secondary,467,0,0
24,self-employed,single,tertiary,91,0,0
41,services,married,secondary,1319,0,0
39,admin.,married,tertiary,259,0,0
52,self-employed,married,secondary,-488,0,0
28,services,single,secondary,60,0,0
56,management,married,primary,405,0,0
33,technician,married,secondary,177,0,0
41,management,married,tertiary,-412,5,0
32,management,married,tertiary,282,0,0
50,housemaid,married,tertiary,6181,0,0
28,services,single,secondary,373,0,0
36,management,married,tertiary,-92,0,0
36,blue-collar,married,primary,49,5,0
53,housemaid,married,primary,0,0,0
40,admin.,married,secondary,-283,0,0
34,technician,single,secondary,1313,6,0
35,admin.,single,secondary,2452,0,0
55,technician,married,secondary,517,0,0
49,management,married,tertiary,350,0,0
57,retired,married,primary,1623,0,0
44,blue-collar,single,secondary,-435,0,0
57,retired,married,primary,333,0,0
36,management,married,tertiary,3770,0,0
53,services,divorced,primary,778,0,0
25,admin.,single,secondary,483,1,0
26,unemployed,single,tertiary,2170,0,0
33,management,single,tertiary,541,0,0
33,admin.,married,tertiary,205,0,0
29,technician,single,tertiary,2269,1,0
34,admin.,divorced,secondary,0,0,0
46,services,divorced,unknown,973,0,0
25,admin.,married,secondary,894,0,0
57,retired,married,primary,-12,0,0
50,management,married,tertiary,0,1,0
48,blue-collar,married,primary,5154,0,0
32,admin.,single,secondary,-32,5,0
45,blue-collar,single,primary,999,0,0
32,services,married,secondary,24,0,0
34,management,married,tertiary,0,0,0
56,blue-collar,married,secondary,771,0,0
49,management,single,tertiary,1350,0,0
54,admin.,married,tertiary,19,0,0
44,management,single,tertiary,709,0,0
35,blue-collar,single,primary,2040,4,0
31,management,married,tertiary,303,0,0
34,management,married,secondary,-311,0,0
