outcome,purpose_,dti,borrower_score,payment_inc_ratio
1,other,31.59,0.3,1.89844
0,debt_consolidation,20.46,0.65,9.65
1,debt_consolidation,18.39,0.3,16.5651
1,debt_consolidation,18.49,0.4,9.218
1,debt_consolidation,5.98,0.35,8.139
0,credit_card,7.16,0.85,10.0486
1,debt_consolidation,6.17,0.4,8.95749
1,debt_consolidation,29.22,0.5,13.3009
1,debt_consolidation,29.36,0.35,19.6212
0,credit_card,20.57,0.55,5.6235
1,debt_consolidation,15.61,0.6,10.9877
1,credit_card,24.37,0.35,7.108
1,debt_consolidation,9.5,0.5,4.2877
0,other,13.74,0.4,6.1784
0,credit_card,19.78,0.6,6.45402
0,other,4.93,0.55,5.65533
1,home_improvement,13.3,0.7,0.784535
1,debt_consolidation,20.6,0.5,13.3895
0,debt_consolidation,9.54,0.4,4.69369
1,other,14.44,0.4,12.1419
0,other,14.07,0.5,2.24488
0,debt_consolidation,17.62,0.35,13.2326
1,credit_card,12.42,0.4,7.16619
0,credit_card,15.32,0.7,4.89
0,credit_card,9.35,0.6,9.79761
1,debt_consolidation,12.87,0.45,7.45493
1,other,22.05,0.5,11.4621
0,debt_consolidation,14.22,0.35,1.03816
0,other,14.76,0.4,5.2072
1,home_improvement,22.89,0.45,7.55321
0,credit_card,17.06,0.45,10.2216
0,credit_card,8.57,0.4,8.31862
0,debt_consolidation,34.53,0.45,14.3311
0,debt_consolidation,27.84,0.4,12.5015
0,debt_consolidation,8.6,0.6,4.23948
0,debt_consolidation,18.04,0.65,5.86594
1,major_purchase,15.87,0.6,4.07643
0,other,5.18,0.4,4.10828
0,credit_card,1.66,0.55,2.54748
1,debt_consolidation,7.7,0.4,8.31669
0,debt_consolidation,13.46,0.45,3.47365
0,debt_consolidation,16.02,0.45,3.53712
0,credit_card,6.85,0.6,2.8902
0,home_improvement,8.37,0.5,4.76248
1,debt_consolidation,10.52,0.5,13.1216
0,other,21.26,0.45,2.99328
0,other,22.14,0.55,6.70643
1,debt_consolidation,19.35,0.45,9.1665
1,debt_consolidation,32.63,0.25,8.66171
0,credit_card,10.27,0.6,12.5587
1,debt_consolidation,29.26,0.4,11.452
0,debt_consolidation,11.98,0.25,1.64263
1,debt_consolidation,7.35,0.45,8.98276
0,debt_consolidation,17.09,0.65,5.58664
1,debt_consolidation,12.43,0.3,6.88085
1,debt_consolidation,11.48,0.45,11.0628
0,credit_card,28.97,0.6,9.6486
0,debt_consolidation,22.39,0.45,3.3904
1,debt_consolidation,26.98,0.35,7.26861
1,debt_consolidation,17.6,0.4,4.854
0,credit_card,11.47,0.4,6.98606
1,credit_card,19.76,0.75,10.9663
1,debt_consolidation,15.69,0.65,13.1335
0,debt_consolidation,15.03,0.35,5.28103
1,debt_consolidation,22.66,0.5,8.23102
0,debt_consolidation,18.74,0.5,7.05687
1,debt_consolidation,19.84,0.75,4.84523
1,major_purchase,3.64,0.6,5.46247
1,debt_consolidation,25.77,0.5,14.9625
1,other,24.57,0.45,0.8355
1,credit_card,14.14,0.7,12.477
1,debt_consolidation,21.21,0.6,9.38497
0,debt_consolidation,13.77,0.6,1.37842
0,debt_consolidation,17.68,0.5,10.5069
1,debt_consolidation,12.65,0.6,16.8171
1,debt_consolidation,20.21,0.4,15.7296
0,debt_consolidation,21.95,0.45,8.96587
1,debt_consolidation,25.08,0.4,4.06857
1,other,29.48,0.5,11.5742
0,credit_card,5.76,0.5,4.71384
0,debt_consolidation,19.22,0.55,8.699
0,debt_consolidation,16.36,0.55,4.04865
0,debt_consolidation,17.47,0.2,8.81556
1,debt_consolidation,17.37,0.3,3.56023
0,major_purchase,16.62,0.55,7.698
0,credit_card,20.25,0.55,4.39633
1,other,27.46,0.5,5.55938
0,debt_consolidation,8.22,0.65,9.61125
0,debt_consolidation,30.05,0.8,7.8656
0,debt_consolidation,31.13,0.5,13.0705
0,debt_consolidation,4.98,0.7,2.12145
1,debt_consolidation,22.56,0.5,10.1393
0,debt_consolidation,23.64,0.45,5.6482
1,credit_card,15.28,0.55,3.4446
1,other,12.1,0.5,5.30554
0,debt_consolidation,18.72,0.45,10.9294
0,credit_card,12.94,0.4,3.101
1,other,15.4,0.5,13.4658
1,other,17.65,0.25,7.94132
1,other,8.77,0.45,1.316
0,debt_consolidation,14.4,0.65,7.42154
1,credit_card,24.36,0.35,10.9352
1,home_improvement,17.17,0.4,10.0025
1,debt_consolidation,24.85,0.45,12.127
0,debt_consolidation,26.31,0.3,16.138
1,other,32.55,0.3,4.67438
1,debt_consolidation,6.08,0.65,13.0424
0,debt_consolidation,21.31,0.45,5.16615
1,small_business,34.78,0.4,4.23672
1,debt_consolidation,22.8,0.55,12.8835
0,debt_consolidation,28.02,0.55,10.185
1,debt_consolidation,12.25,0.55,21.9032
0,credit_card,16.28,0.35,4.46801
1,debt_consolidation,28.68,0.35,11.2962
0,debt_consolidation,18.6,0.4,2.74891
1,debt_consolidation,25.4,0.4,12.4293
1,debt_consolidation,24.47,0.2,2.98144
1,credit_card,13.65,0.65,8.43959
0,other,21.1,0.5,8.71725
0,home_improvement,8.72,0.4,6.19162
0,debt_consolidation,11.99,0.5,11.4969
0,other,13.41,0.45,5.70276
0,debt_consolidation,16.91,0.3,5.6906
1,debt_consolidation,28.5,0.55,19.3608
1,debt_consolidation,11.6,0.3,3.499
1,debt_consolidation,9.76,0.25,5.97328
1,debt_consolidation,5.63,0.45,6.94685
0,credit_card,13.81,0.5,6.49293
0,other,21.08,0.65,0.775705
0,debt_consolidation,19.68,0.45,8.70034
1,debt_consolidation,23.55,0.55,4.74686
0,debt_consolidation,16.36,0.45,5.93782
1,debt_consolidation,18.58,0.3,7.10463
1,debt_consolidation,2.97,0.5,4.92684
1,debt_consolidation,22.33,0.35,9.32139
0,debt_consolidation,11.41,0.75,3.19356
0,major_purchase,24.97,0.7,3.33667
0,credit_card,14.22,0.45,4.83711
0,debt_consolidation,29.18,0.65,10.5409
0,debt_consolidation,22.15,0.25,14.1308
1,debt_consolidation,24.39,0.75,10.1793
1,debt_consolidation,32.11,0.35,12.7207
1,debt_consolidation,5.44,0.5,1.93447
0,debt_consolidation,23.96,0.55,9.11853
0,debt_consolidation,3.96,0.65,0.555785
0,debt_consolidation,13.68,0.5,4.54705
1,debt_consolidation,10.89,0.45,11.3325
0,debt_consolidation,10.09,0.45,11.5409
1,credit_card,11.19,0.65,4.56979
1,home_improvement,23.52,0.45,8.95133
1,debt_consolidation,13.88,0.4,10.3071
0,small_business,8.71,0.6,1.99824
1,debt_consolidation,6.38,0.55,10.2065
1,debt_consolidation,8.69,0.5,14.2205
1,credit_card,27.28,0.5,5.97196
0,debt_consolidation,14.11,0.45,1.65782
0,debt_consolidation,8.84,0.6,6.60946
1,debt_consolidation,14.23,0.45,11.0121
1,small_business,2.71,0.7,4.45348
1,debt_consolidation,19.64,0.65,15.1552
0,major_purchase,6.6,0.65,1.12182
0,other,6.22,0.75,7.0276
0,debt_consolidation,9.6,0.4,6.84446
1,debt_consolidation,9.5,0.5,5.978
0,debt_consolidation,27.0,0.5,8.56428
0,credit_card,9.66,0.45,5.76699
0,debt_consolidation,15.18,0.45,7.22917
0,debt_consolidation,9.94,0.65,4.99485
1,other,3.71,0.7,4.74429
1,debt_consolidation,7.57,0.3,5.37573
1,other,7.75,0.45,3.07068
0,home_improvement,18.42,0.65,4.42009
1,other,10.95,0.5,2.6412
0,credit_card,12.15,0.55,3.86157
1,debt_consolidation,14.6,0.35,10.0102
0,debt_consolidation,17.16,0.4,16.2866
0,debt_consolidation,22.9,0.4,1.75097
0,debt_consolidation,16.59,0.45,9.07731
0,home_improvement,11.71,0.55,7.98587
0,debt_consolidation,9.16,0.8,6.64194
1,credit_card,19.28,0.45,7.78093
0,debt_consolidation,5.04,0.65,6.3966
1,debt_consolidation,16.67,0.3,10.2406
0,debt_consolidation,10.47,0.45,4.18081
0,credit_card,20.73,0.75,3.02589
0,debt_consolidation,12.5,0.7,15.4059
1,debt_consolidation,14.01,0.45,13.7276
1,debt_consolidation,21.6,0.55,6.71663
0,home_improvement,8.15,0.7,5.81238
1,debt_consolidation,11.36,0.55,14.0254
1,small_business,8.54,0.4,17.1154
1,debt_consolidation,25.54,0.55,12.765
0,major_purchase,13.14,0.55,1.49431
1,small_business,26.76,0.4,15.1456
0,debt_consolidation,23.31,0.45,7.7622
1,credit_card,20.51,0.3,11.0939
0,debt_consolidation,20.32,0.35,8.22909
1,credit_card,5.84,0.25,4.95769
0,debt_consolidation,10.06,0.65,4.43663
1,debt_consolidation,22.94,0.3,13.199
0,debt_consolidation,1.81,0.65,4.97773
0,major_purchase,21.83,0.6,5.17114
1,credit_card,8.12,0.55,9.9072
1,major_purchase,19.48,0.4,7.32799
0,debt_consolidation,27.21,0.6,11.2345
0,credit_card,22.37,0.75,6.93636
1,credit_card,22.26,0.5,14.1739
0,debt_consolidation,10.75,0.6,6.02681
0,small_business,13.95,0.5,3.03325
1,other,16.03,0.3,3.40211
1,debt_consolidation,20.72,0.65,11.2901
1,home_improvement,11.37,0.45,9.62691
0,major_purchase,0.65,0.4,1.89231
1,credit_card,5.47,0.4,7.38167
1,credit_card,22.93,0.4,20.4008
1,debt_consolidation,11.02,0.7,4.76986
1,debt_consolidation,26.88,0.25,13.0632
1,debt_consolidation,8.31,0.5,6.62213
1,small_business,19.76,0.35,14.9988
0,credit_card,12.3,0.6,6.94712
0,debt_consolidation,9.37,0.75,4.00896
0,other,19.48,0.6,8.30682
0,debt_consolidation,17.71,0.6,18.2456
0,other,3.28,0.5,2.15617
0,debt_consolidation,10.52,0.55,9.3288
1,debt_consolidation,29.12,0.55,5.49413
1,debt_consolidation,26.28,0.3,6.0876
1,debt_consolidation,19.14,0.55,5.00647
0,home_improvement,1.87,0.45,3.77689
1,debt_consolidation,19.45,0.5,10.9414
0,debt_consolidation,13.09,0.5,8.15844
1,debt_consolidation,25.3,0.25,6.82897
1,debt_consolidation,28.32,0.45,14.0102
1,other,6.16,0.65,3.7022
1,debt_consolidation,20.89,0.55,13.9552
0,debt_consolidation,6.55,0.75,7.62651
1,debt_consolidation,17.82,0.6,13.9868
1,debt_consolidation,21.13,0.5,10.6421
1,debt_consolidation,9.5,0.75,9.24135
0,debt_consolidation,25.19,0.4,8.32572
1,debt_consolidation,8.14,0.75,1.40519
0,debt_consolidation,13.98,0.6,4.48349
0,credit_card,16.32,0.4,9.23815
1,home_improvement,14.4,0.5,14.3285
0,debt_consolidation,15.51,0.4,7.52543
0,other,4.74,0.5,18.3231
0,other,8.79,0.7,4.2945
0,home_improvement,21.92,0.5,2.43991
1,debt_consolidation,17.1,0.4,5.06225
0,small_business,5.11,0.8,5.39952
1,debt_consolidation,22.47,0.35,4.94727
1,debt_consolidation,3.5,0.5,8.64912
0,other,2.68,0.55,3.04043
1,other,12.85,0.55,3.77879
0,credit_card,24.07,0.4,9.03456
0,credit_card,26.3,0.55,14.7975
1,debt_consolidation,19.37,0.25,10.9894
0,debt_consolidation,18.85,0.45,14.1724
1,other,4.38,0.55,9.12183
1,debt_consolidation,13.15,0.6,7.5464
1,debt_consolidation,30.36,0.5,7.81699
0,debt_consolidation,10.53,0.35,6.83177
0,debt_consolidation,4.36,0.85,2.87095
0,credit_card,8.34,0.55,5.9139
1,other,7.93,0.35,5.85786
1,credit_card,31.31,0.55,7.12465
0,home_improvement,12.7,0.6,6.86933
0,other,16.07,0.4,18.2051
1,debt_consolidation,28.27,0.55,7.77
1,home_improvement,4.98,0.55,7.58389
1,debt_consolidation,21.55,0.3,10.8033
1,debt_consolidation,7.0,0.4,5.32748
1,debt_consolidation,24.91,0.4,12.008
0,credit_card,9.71,0.8,1.84844
0,credit_card,10.56,0.55,6.08326
0,home_improvement,19.21,0.55,14.3837
0,home_improvement,4.26,0.8,3.6846
0,credit_card,18.29,0.65,9.50629
0,home_improvement,14.79,0.55,2.28776
0,credit_card,16.81,0.75,12.1999
0,debt_consolidation,19.34,0.55,11.2249
1,debt_consolidation,7.37,0.6,7.39253
0,small_business,16.67,0.65,3.41156
0,debt_consolidation,9.05,0.35,16.7006
0,credit_card,25.23,0.6,10.4874
0,debt_consolidation,19.52,0.5,15.0981
1,debt_consolidation,21.36,0.65,11.5506
1,other,18.01,0.5,15.5866
0,debt_consolidation,22.84,0.45,14.8953
1,credit_card,13.44,0.55,6.57105
0,credit_card,15.17,0.65,5.322
0,debt_consolidation,13.8,0.55,12.6552
1,debt_consolidation,15.87,0.35,3.41126
1,medical,13.24,0.45,1.3682
1,debt_consolidation,28.9,0.4,8.49377
1,debt_consolidation,3.68,0.55,7.7736
0,other,12.84,0.45,0.884996
1,credit_card,9.6,0.35,10.04
1,other,15.62,0.45,1.59246
1,debt_consolidation,21.27,0.45,5.23667
0,debt_consolidation,16.45,0.4,4.12071
0,credit_card,19.55,0.35,4.5513
0,other,9.31,0.65,4.28341
0,debt_consolidation,19.66,0.4,9.1992
1,other,11.12,0.45,9.90405
0,debt_consolidation,19.44,0.7,17.5928
0,debt_consolidation,26.97,0.5,6.41714
1,debt_consolidation,13.52,0.3,13.992
0,credit_card,6.08,0.3,7.98528
1,debt_consolidation,23.81,0.45,13.8495
0,credit_card,14.98,0.5,3.5182
0,medical,15.72,0.65,4.4788
0,debt_consolidation,13.61,0.65,8.9937
0,debt_consolidation,8.64,0.5,8.95303
1,debt_consolidation,8.02,0.3,7.11624
0,other,18.94,0.4,10.815
0,debt_consolidation,30.38,0.6,19.7348
0,debt_consolidation,26.4,0.5,16.538
0,debt_consolidation,8.55,0.7,10.4888
1,debt_consolidation,11.04,0.5,6.89922
1,debt_consolidation,16.2,0.5,5.60075
1,debt_consolidation,19.31,0.4,15.2142
0,debt_consolidation,8.19,0.55,10.4213
0,debt_consolidation,12.49,0.55,6.90351
0,credit_card,9.41,0.7,2.32872
0,home_improvement,19.43,0.65,10.3724
1,debt_consolidation,23.25,0.5,10.3766
0,home_improvement,9.83,0.6,3.76765
1,debt_consolidation,17.74,0.3,8.45441
0,debt_consolidation,15.03,0.5,5.89215
0,debt_consolidation,7.13,0.65,8.98385
1,credit_card,25.58,0.5,14.949
1,medical,7.68,0.45,7.85616
0,other,7.73,0.5,4.24
0,debt_consolidation,23.8,0.3,7.08136
0,home_improvement,25.2,0.7,8.94946
0,debt_consolidation,26.34,0.4,10.2072
0,credit_card,22.25,0.5,13.6089
0,major_purchase,28.06,0.6,8.49254
0,debt_consolidation,18.69,0.35,5.35611
1,other,11.0,0.45,12.2527
1,debt_consolidation,18.45,0.6,10.3573
0,debt_consolidation,17.09,0.7,12.5653
0,debt_consolidation,20.67,0.6,14.6004
0,debt_consolidation,24.24,0.4,4.75849
1,debt_consolidation,21.53,0.4,9.19075
0,debt_consolidation,12.31,0.75,2.79154
1,credit_card,17.41,0.5,9.39918
1,small_business,7.3,0.65,15.7636
1,debt_consolidation,19.7,0.5,9.32952
0,other,14.48,0.55,3.40884
0,credit_card,4.56,0.5,4.48937
0,debt_consolidation,12.21,0.65,3.00869
0,debt_consolidation,1.87,0.45,9.89128
0,debt_consolidation,13.63,0.6,1.98475
1,other,4.95,0.55,2.21124
1,debt_consolidation,16.55,0.65,7.02969
0,debt_consolidation,10.46,0.8,9.34286
0,debt_consolidation,16.2,0.6,3.18
0,home_improvement,1.84,0.65,4.1506
1,debt_consolidation,7.17,0.35,8.41009
1,debt_consolidation,15.81,0.5,11.7797
0,debt_consolidation,3.45,0.75,9.77212
0,credit_card,18.43,0.65,10.4415
0,small_business,10.11,0.45,6.35109
0,debt_consolidation,9.77,0.7,4.29129
1,credit_card,9.27,0.4,7.59315
1,home_improvement,17.87,0.5,10.0879
1,debt_consolidation,12.97,0.2,7.05081
0,credit_card,14.37,0.4,5.0709
0,credit_card,9.18,0.4,12.3248
0,home_improvement,11.15,0.85,4.08834
0,major_purchase,16.47,0.7,5.50931
0,home_improvement,14.51,0.7,4.44946
1,debt_consolidation,18.55,0.55,8.50428
1,credit_card,23.24,0.65,15.2021
0,debt_consolidation,20.74,0.6,9.04254
0,debt_consolidation,0.46,0.6,2.78815
1,debt_consolidation,27.19,0.1,6.04832
1,debt_consolidation,28.5,0.5,13.7614
1,home_improvement,8.57,0.3,33.6309
0,debt_consolidation,26.43,0.4,5.5039
0,debt_consolidation,12.09,0.55,3.34648
0,other,3.63,0.55,10.2471
1,credit_card,10.5,0.45,7.939
0,credit_card,8.66,0.6,3.41656
1,debt_consolidation,13.42,0.3,12.2106
0,home_improvement,11.31,0.45,12.2755
0,debt_consolidation,16.38,0.4,3.175
0,credit_card,13.91,0.4,6.61398
1,credit_card,11.56,0.45,7.6974
0,debt_consolidation,24.7,0.5,8.1085
1,debt_consolidation,17.85,0.5,2.35677
0,debt_consolidation,22.04,0.55,2.14113
0,debt_consolidation,10.24,0.5,3.75855
0,debt_consolidation,23.96,0.45,13.714
0,home_improvement,11.19,0.7,2.68516
0,credit_card,18.45,0.65,13.6846
1,credit_card,16.8,0.6,7.39059
1,credit_card,23.79,0.4,9.1656
1,credit_card,23.24,0.45,12.1128
1,debt_consolidation,9.13,0.45,5.46738
1,major_purchase,11.0,0.65,1.42768
1,debt_consolidation,22.78,0.3,9.97381
1,debt_consolidation,24.48,0.55,4.67285
0,debt_consolidation,19.51,0.75,6.79933
0,debt_consolidation,15.79,0.5,5.92855
1,debt_consolidation,28.65,0.7,7.67446
1,other,15.21,0.5,11.5347
0,debt_consolidation,15.37,0.55,6.08717
1,debt_consolidation,9.68,0.3,7.66732
0,debt_consolidation,17.33,0.45,3.78171
0,debt_consolidation,13.38,0.35,10.7282
1,debt_consolidation,13.56,0.35,14.9568
0,debt_consolidation,15.86,0.7,14.9708
0,debt_consolidation,16.24,0.55,6.2324
1,debt_consolidation,23.06,0.4,5.28292
0,debt_consolidation,14.33,0.5,5.33026
1,other,14.7,0.55,21.1464
0,debt_consolidation,9.77,0.6,9.43527
1,debt_consolidation,3.73,0.6,6.92067
0,debt_consolidation,7.17,0.55,9.03435
0,debt_consolidation,8.07,0.6,6.48736
1,debt_consolidation,6.53,0.7,6.032
0,debt_consolidation,11.96,0.55,8.39936
1,small_business,8.18,0.35,1.92878
0,debt_consolidation,21.16,0.7,4.67688
0,other,14.54,0.5,2.48538
1,debt_consolidation,22.22,0.6,10.4328
1,credit_card,18.86,0.25,13.7632
0,credit_card,17.11,0.55,8.71689
0,debt_consolidation,4.32,0.4,4.39993
1,other,13.49,0.5,4.82886
1,debt_consolidation,10.58,0.3,5.6182
1,credit_card,6.33,0.35,4.43481
1,debt_consolidation,23.83,0.35,3.66505
1,debt_consolidation,14.45,0.55,2.14311
1,debt_consolidation,24.56,0.5,4.48983
0,other,24.43,0.5,2.69378
0,debt_consolidation,7.41,0.55,4.809
1,credit_card,10.4,0.5,12.6318
0,credit_card,7.28,0.7,2.01104
1,debt_consolidation,34.47,0.35,14.385
0,debt_consolidation,26.19,0.6,12.2281
1,other,18.24,0.55,1.11223
0,credit_card,21.07,0.3,3.68286
0,debt_consolidation,16.95,0.45,10.8869
0,credit_card,10.16,0.4,2.32027
0,debt_consolidation,27.06,0.6,8.07778
0,other,31.96,0.4,9.64778
0,other,13.79,0.4,10.0671
0,debt_consolidation,29.93,0.6,7.66412
0,other,10.72,0.55,7.30973
0,debt_consolidation,23.91,0.6,5.84543
0,debt_consolidation,13.34,0.45,7.93752
1,debt_consolidation,20.48,0.55,10.7189
1,small_business,5.66,0.65,3.3806
0,debt_consolidation,22.34,0.55,2.98691
1,debt_consolidation,24.37,0.4,8.85897
0,credit_card,17.67,0.3,10.6795
0,home_improvement,3.82,0.65,14.3116
0,other,15.02,0.45,3.16267
0,debt_consolidation,10.55,0.35,6.84483
1,home_improvement,1.66,0.55,5.8773
0,debt_consolidation,16.97,0.35,4.85964
0,debt_consolidation,11.4,0.45,6.5595
0,debt_consolidation,14.17,0.7,5.42417
1,debt_consolidation,6.85,0.3,8.07637
1,credit_card,29.61,0.5,4.27614
1,home_improvement,15.24,0.65,7.95829
0,credit_card,24.6,0.15,5.7564
1,credit_card,11.03,0.5,6.56772
1,other,9.91,0.65,12.6644
1,debt_consolidation,23.66,0.4,9.98963
1,debt_consolidation,0.99,0.55,5.26525
0,debt_consolidation,16.04,0.6,9.16867
0,small_business,24.77,0.35,2.66955
0,credit_card,13.12,0.5,4.72775
0,debt_consolidation,15.41,0.6,13.6563
0,small_business,1.2,0.6,5.5056
1,debt_consolidation,12.87,0.4,2.40043
1,debt_consolidation,22.51,0.55,11.7181
0,major_purchase,5.81,0.45,4.61388
0,credit_card,9.19,0.6,8.35627
1,debt_consolidation,10.76,0.5,8.21455
0,credit_card,22.75,0.55,6.2388
0,other,18.39,0.4,1.0491
1,other,15.1,0.5,6.7675
0,credit_card,6.97,0.55,6.654
0,debt_consolidation,2.62,0.55,3.47492
0,credit_card,18.08,0.45,14.493
0,debt_consolidation,15.54,0.7,6.61711
1,credit_card,35.27,0.2,9.3208
1,debt_consolidation,21.18,0.4,19.3841
1,debt_consolidation,13.5,0.5,15.2238
1,small_business,10.93,0.35,7.32758
1,home_improvement,10.13,0.5,7.17143
1,debt_consolidation,23.91,0.5,7.89942
1,debt_consolidation,33.58,0.25,5.01384
1,debt_consolidation,13.14,0.45,8.73165
0,home_improvement,20.33,0.45,9.57113
1,other,4.89,0.35,1.86226
0,debt_consolidation,8.77,0.6,3.414
1,debt_consolidation,29.61,0.3,9.27557
1,debt_consolidation,15.08,0.25,13.3256
0,debt_consolidation,15.78,0.55,9.2362
1,debt_consolidation,21.09,0.4,13.8118
0,credit_card,10.79,0.7,3.12913
1,other,20.6,0.25,3.18312
1,debt_consolidation,6.69,0.55,12.7113
0,credit_card,17.82,0.45,7.73082
0,credit_card,11.58,0.55,7.8732
0,debt_consolidation,22.15,0.7,5.00658
1,debt_consolidation,8.77,0.65,14.4145
0,credit_card,10.82,0.5,8.41089
1,home_improvement,18.69,0.35,4.821
0,credit_card,29.86,0.45,9.77031
1,debt_consolidation,26.76,0.55,10.0302
0,debt_consolidation,20.16,0.45,12.6715
0,other,15.51,0.65,5.33801
0,debt_consolidation,24.36,0.6,7.24571
0,credit_card,8.7,0.65,5.11733
0,debt_consolidation,30.0,0.45,11.7333
1,debt_consolidation,23.97,0.55,5.0081
0,debt_consolidation,14.66,0.7,13.1306
0,debt_consolidation,18.18,0.6,9.783
0,credit_card,11.3,0.45,7.4542
0,debt_consolidation,29.63,0.45,8.64
0,major_purchase,5.09,0.6,15.985
0,credit_card,27.16,0.55,10.2976
0,debt_consolidation,0.94,0.7,9.50297
0,debt_consolidation,31.7,0.4,7.85312
1,debt_consolidation,10.26,0.4,14.7303
1,home_improvement,33.05,0.4,3.49024
1,debt_consolidation,17.69,0.5,2.52454
1,other,25.77,0.4,6.81893
1,debt_consolidation,19.33,0.7,14.733
0,debt_consolidation,11.18,0.5,2.81267
0,debt_consolidation,30.48,0.5,9.3669
1,major_purchase,17.53,0.55,5.01175
0,debt_consolidation,7.54,0.6,13.7345
0,credit_card,12.56,0.45,10.1839
1,debt_consolidation,9.57,0.55,6.76815
1,debt_consolidation,6.38,0.55,6.37571
0,credit_card,9.31,0.55,5.4795
0,credit_card,4.68,0.7,3.138
0,major_purchase,0.98,0.65,2.55567
0,other,13.6,0.7,1.55975
1,debt_consolidation,23.38,0.5,10.5191
0,major_purchase,8.46,0.6,0.863586
1,other,7.63,0.25,1.39612
0,debt_consolidation,21.08,0.45,10.7363
1,debt_consolidation,11.89,0.45,12.0735
0,debt_consolidation,9.97,0.65,6.08519
1,other,19.16,0.25,2.6611
0,credit_card,11.55,0.4,12.9734
0,debt_consolidation,20.83,0.45,7.30457
1,debt_consolidation,24.96,0.4,8.14214
1,major_purchase,15.65,0.45,5.60174
0,debt_consolidation,18.78,0.35,4.372
0,debt_consolidation,1.55,0.65,5.68117
1,home_improvement,23.1,0.3,0.942635
0,debt_consolidation,6.94,0.45,4.15232
0,home_improvement,0.26,0.6,4.62141
1,debt_consolidation,21.36,0.2,8.54374
0,debt_consolidation,25.91,0.45,6.21355
0,debt_consolidation,14.91,0.45,5.58057
1,major_purchase,11.9,0.45,6.20628
0,credit_card,19.32,0.55,11.6859
0,debt_consolidation,5.75,0.5,9.53521
1,other,11.88,0.45,3.80097
0,debt_consolidation,10.23,0.6,10.2575
1,debt_consolidation,25.71,0.45,7.9704
1,major_purchase,1.88,0.55,7.30353
0,credit_card,17.37,0.65,4.36762
0,debt_consolidation,17.23,0.65,2.5119
0,credit_card,9.47,0.7,2.72171
0,debt_consolidation,10.58,0.65,7.28284
1,debt_consolidation,11.49,0.3,11.9206
0,credit_card,25.18,0.6,8.75574
1,debt_consolidation,23.08,0.65,6.93212
1,debt_consolidation,2.94,0.2,4.82151
0,other,5.89,0.5,3.12831
0,debt_consolidation,16.25,0.45,13.532
0,major_purchase,1.2,0.75,4.968
0,credit_card,9.82,0.6,14.9198
0,debt_consolidation,8.87,0.7,6.97858
0,home_improvement,6.48,0.5,3.62682
1,debt_consolidation,8.07,0.7,9.23502
0,home_improvement,11.53,0.7,0.986609
1,debt_consolidation,21.98,0.4,10.4174
0,debt_consolidation,25.87,0.35,19.1907
1,credit_card,16.62,0.4,5.56017
0,credit_card,18.37,0.5,5.98038
0,other,25.6,0.5,2.94343
0,other,5.6,0.8,1.41868
1,other,31.92,0.6,12.1008
1,debt_consolidation,14.26,0.55,8.92768
1,credit_card,13.44,0.3,8.23416
0,credit_card,21.66,0.55,5.63235
1,home_improvement,2.43,0.55,5.02341
1,other,23.19,0.35,3.47365
1,home_improvement,14.01,0.55,2.0415
1,credit_card,25.5,0.35,8.24544
0,debt_consolidation,9.11,0.8,13.045
1,debt_consolidation,23.21,0.5,11.6809
0,debt_consolidation,8.64,0.3,5.5455
0,home_improvement,12.89,0.4,13.9421
1,small_business,14.8,0.3,13.6717
0,major_purchase,21.81,0.35,3.45075
0,medical,16.8,0.6,7.7796
1,debt_consolidation,10.55,0.5,7.55768
0,major_purchase,16.31,0.6,1.82615
1,debt_consolidation,16.52,0.5,4.98862
0,debt_consolidation,26.26,0.7,4.53629
1,debt_consolidation,10.44,0.5,3.17042
0,credit_card,13.22,0.4,10.1084
1,debt_consolidation,20.24,0.3,16.3473
0,debt_consolidation,29.54,0.4,8.64422
0,debt_consolidation,24.24,0.4,10.3874
0,other,10.84,0.55,1.85238
1,debt_consolidation,10.4,0.4,15.318
0,debt_consolidation,9.7,0.55,13.3243
0,debt_consolidation,23.13,0.35,6.77022
0,debt_consolidation,26.37,0.5,10.4221
0,credit_card,7.87,0.5,1.9002
1,debt_consolidation,23.18,0.45,14.2859
1,credit_card,13.42,0.3,4.44
0,debt_consolidation,17.27,0.85,11.3981
0,credit_card,22.99,0.5,10.2647
1,other,12.84,0.55,3.5301
0,debt_consolidation,25.79,0.55,6.32351
0,debt_consolidation,30.42,0.65,8.54576
1,credit_card,21.54,0.55,7.3274
0,debt_consolidation,8.93,0.5,10.8474
1,major_purchase,20.24,0.4,16.7214
0,credit_card,16.59,0.65,8.31157
0,home_improvement,13.45,0.6,5.86254
1,debt_consolidation,28.08,0.2,2.64202
1,medical,11.12,0.6,2.68368
1,other,8.58,0.45,5.58424
1,debt_consolidation,28.87,0.6,8.47533
1,debt_consolidation,16.92,0.3,12.5306
0,debt_consolidation,18.23,0.4,6.25813
0,debt_consolidation,11.83,0.75,13.9171
0,debt_consolidation,11.78,0.75,9.95447
0,credit_card,12.57,0.55,10.956
1,debt_consolidation,8.86,0.6,5.7974
1,debt_consolidation,14.35,0.4,10.5988
1,other,12.74,0.45,1.8264
1,credit_card,19.72,0.6,10.3242
1,debt_consolidation,18.69,0.55,10.4993
0,debt_consolidation,4.12,0.6,6.00766
1,debt_consolidation,23.29,0.4,10.2454
1,debt_consolidation,13.44,0.4,4.6792
